dim_browser,dim_deviceCategory,dim_date,sessions,transactions,QTY
error,desktop,8/3/12,6,0,0
Internet Explorer,mobile,8/3/12,4,0,0
Edge,mobile,8/3/12,3,0,0
Opera Mini,mobile,8/3/12,3,0,0
Android Browser,mobile,8/3/12,1,0,0
UC Browser,mobile,8/3/12,1,0,0
Opera,mobile,8/3/12,0,0,0
Safari,desktop,8/4/12,5655,223,375
Internet Explorer,desktop,8/4/12,3502,171,93
Chrome,desktop,8/4/12,3480,109,204
Safari,tablet,8/4/12,2447,37,127
Firefox,desktop,8/4/12,1554,32,62
Safari (in-app),mobile,8/4/12,1382,5,7
Edge,desktop,8/4/12,380,11,16
Internet Explorer,mobile,8/4/12,361,10,28
Amazon Silk,tablet,8/4/12,112,5,6
Samsung Internet,mobile,8/4/12,110,0,0
Android Webview,tablet,8/4/12,16,0,0
Samsung Internet,tablet,8/4/12,16,0,0
Opera,desktop,8/4/12,7,0,0
BlackBerry,mobile,8/4/12,5,0,0
Edge,tablet,8/4/12,4,0,0
error,desktop,8/4/12,3,0,0
Mozilla,desktop,8/4/12,2,0,0
osee2unifiedRelease,mobile,8/4/12,1,0,0
YaBrowser,desktop,8/4/12,1,0,0
Edge,mobile,8/4/12,0,0,0
Opera,tablet,8/4/12,0,0,0
Samsung Internet,desktop,8/4/12,0,0,0
Safari,mobile,8/5/12,14135,150,295
Safari,desktop,8/5/12,4376,199,295
Chrome,desktop,8/5/12,4093,239,448
Safari (in-app),mobile,8/5/12,2522,23,49
Edge,desktop,8/5/12,2330,53,76
Internet Explorer,desktop,8/5/12,1829,29,0
Internet Explorer,mobile,8/5/12,671,7,11
Safari (in-app),tablet,8/5/12,368,0,0
Android Webview,mobile,8/5/12,208,0,0
Chrome,tablet,8/5/12,202,2,2
Internet Explorer,tablet,8/5/12,157,4,0
Samsung Internet,tablet,8/5/12,27,0,0
Firefox,mobile,8/5/12,16,0,0
BlackBerry,mobile,8/5/12,13,0,0
Opera,desktop,8/5/12,13,2,1
Edge,mobile,8/5/12,4,0,0
Mozilla,desktop,8/5/12,4,0,0
Opera,mobile,8/5/12,3,0,0
(not set),mobile,8/5/12,1,0,0
error,desktop,8/5/12,1,0,0
Amazon Silk,mobile,8/5/12,0,0,0
Safari,mobile,8/6/12,9658,59,126
Safari,desktop,8/6/12,4026,162,272
Safari (in-app),tablet,8/6/12,1228,12,37
Safari (in-app),mobile,8/6/12,992,0,0
Android Webview,mobile,8/6/12,934,8,12
Chrome,mobile,8/6/12,796,9,14
Edge,desktop,8/6/12,411,6,27
Internet Explorer,tablet,8/6/12,84,2,0
Amazon Silk,tablet,8/6/12,36,2,0
Opera,desktop,8/6/12,23,0,0
Internet Explorer,mobile,8/6/12,16,0,0
Android Browser,mobile,8/6/12,12,0,0
error,desktop,8/6/12,9,0,0
YaBrowser,desktop,8/6/12,3,0,0
Android Webview,tablet,8/6/12,2,0,0
Opera,tablet,8/6/12,2,0,0
Opera,mobile,8/6/12,1,0,0
UC Browser,mobile,8/6/12,1,0,0
Maxthon,desktop,8/6/12,0,2,0
Safari,desktop,8/7/12,8693,205,371
Internet Explorer,desktop,8/7/12,6677,63,99
Safari,mobile,8/7/12,4621,55,98
Edge,desktop,8/7/12,1972,72,129
Chrome,mobile,8/7/12,1543,13,15
Chrome,tablet,8/7/12,841,0,0
Safari (in-app),tablet,8/7/12,250,3,3
Internet Explorer,tablet,8/7/12,157,7,0
Mozilla Compatible Agent,desktop,8/7/12,105,0,0
Android Webview,tablet,8/7/12,43,0,0
Firefox,mobile,8/7/12,27,0,0
Samsung Internet,tablet,8/7/12,26,1,0
Edge,mobile,8/7/12,19,0,0
error,desktop,8/7/12,7,0,0
Internet Explorer,mobile,8/7/12,2,0,0
UC Browser,mobile,8/7/12,2,0,0
(not set),tablet,8/7/12,0,0,0
Safari,mobile,8/8/12,21704,127,252
Safari,desktop,8/8/12,8372,381,826
Chrome,desktop,8/8/12,4939,82,185
Firefox,desktop,8/8/12,1895,92,149
Chrome,tablet,8/8/12,340,6,21
Amazon Silk,tablet,8/8/12,184,8,15
Android Webview,mobile,8/8/12,103,0,0
Internet Explorer,mobile,8/8/12,86,5,2
error,desktop,8/8/12,8,0,0
Opera,desktop,8/8/12,7,0,0
Android Browser,mobile,8/8/12,5,0,0
Opera Mini,mobile,8/8/12,3,0,0
SeaMonkey,desktop,8/8/12,3,0,0
Coc Coc,desktop,8/8/12,2,0,0
YaBrowser,desktop,8/8/12,2,0,0
BlackBerry,mobile,8/8/12,1,0,0
Firefox,tablet,8/8/12,1,0,0
Safari,mobile,8/9/12,15197,247,497
Safari,tablet,8/9/12,7759,174,251
Chrome,desktop,8/9/12,7381,133,305
Safari (in-app),mobile,8/9/12,3221,10,13
Chrome,mobile,8/9/12,961,8,18
Internet Explorer,desktop,8/9/12,866,23,0
Firefox,desktop,8/9/12,719,15,29
Chrome,tablet,8/9/12,542,4,7
Edge,desktop,8/9/12,288,14,55
Android Browser,mobile,8/9/12,37,0,0
Opera,desktop,8/9/12,11,0,0
Android Webview,tablet,8/9/12,7,0,0
Iron,tablet,8/9/12,3,0,0
error,desktop,8/9/12,2,0,0
Mozilla,desktop,8/9/12,2,0,0
(not set),tablet,8/9/12,1,0,0
Edge,tablet,8/9/12,1,0,2
UC Browser,mobile,8/9/12,1,0,0
osee2unifiedRelease,mobile,8/9/12,0,0,0
Seznam,mobile,8/9/12,0,0,0
YaBrowser,tablet,8/9/12,0,0,0
Safari,desktop,8/10/12,9665,429,781
Chrome,desktop,8/10/12,6632,178,362
Safari,tablet,8/10/12,3454,38,76
Firefox,desktop,8/10/12,2562,91,211
Internet Explorer,desktop,8/10/12,1573,55,1
Safari (in-app),tablet,8/10/12,1200,3,6
Android Webview,mobile,8/10/12,438,0,0
Edge,desktop,8/10/12,284,14,10
Internet Explorer,tablet,8/10/12,154,0,0
Amazon Silk,tablet,8/10/12,95,2,1
Firefox,mobile,8/10/12,31,2,1
BlackBerry,mobile,8/10/12,15,0,0
Android Webview,tablet,8/10/12,5,0,0
Android Browser,mobile,8/10/12,4,0,0
error,desktop,8/10/12,4,0,0
Internet Explorer,mobile,8/10/12,4,0,0
BlackBerry,tablet,8/10/12,1,0,0
UC Browser,mobile,8/10/12,1,0,0
Chrome,desktop,8/11/12,12321,818,1822
Safari,desktop,8/11/12,7789,240,463
Safari (in-app),mobile,8/11/12,2869,34,68
Internet Explorer,desktop,8/11/12,2817,86,94
Firefox,desktop,8/11/12,664,20,50
Chrome,tablet,8/11/12,348,11,16
Samsung Internet,mobile,8/11/12,322,2,3
Amazon Silk,tablet,8/11/12,95,2,0
Firefox,mobile,8/11/12,50,1,0
Samsung Internet,tablet,8/11/12,20,0,0
Opera,desktop,8/11/12,16,0,0
Edge,mobile,8/11/12,15,0,0
Android Browser,mobile,8/11/12,4,0,0
Edge,tablet,8/11/12,3,0,0
BlackBerry,mobile,8/11/12,1,0,0
error,desktop,8/11/12,1,0,0
Opera,tablet,8/11/12,1,0,0
Opera Mini,mobile,8/11/12,1,0,0
Seznam,desktop,8/11/12,1,0,0
Safari,mobile,8/12/12,5196,84,191
Firefox,desktop,8/12/12,1771,82,137
Safari (in-app),mobile,8/12/12,773,5,8
Internet Explorer,desktop,8/12/12,731,15,0
Chrome,mobile,8/12/12,692,9,22
Safari (in-app),tablet,8/12/12,529,1,2
Amazon Silk,tablet,8/12/12,227,1,1
Internet Explorer,mobile,8/12/12,99,2,2
Internet Explorer,tablet,8/12/12,73,0,1
Android Webview,tablet,8/12/12,33,0,0
Samsung Internet,tablet,8/12/12,31,0,0
Opera,desktop,8/12/12,21,0,0
Firefox,mobile,8/12/12,10,0,0
error,desktop,8/12/12,7,0,0
Opera Mini,mobile,8/12/12,4,0,0
osee2unifiedRelease,mobile,8/12/12,3,0,0
Edge,mobile,8/12/12,1,0,0
Firefox,tablet,8/12/12,0,0,0
YelpWebView,mobile,8/12/12,0,0,0
Safari,mobile,8/13/12,16573,187,335
Chrome,desktop,8/13/12,6077,121,236
Safari,desktop,8/13/12,5060,403,783
Safari,tablet,8/13/12,3634,115,203
Chrome,mobile,8/13/12,1759,4,13
Safari (in-app),tablet,8/13/12,234,0,0
Android Webview,mobile,8/13/12,154,0,0
Mozilla Compatible Agent,desktop,8/13/12,132,0,0
Amazon Silk,tablet,8/13/12,41,0,0
Android Webview,tablet,8/13/12,11,0,0
error,desktop,8/13/12,4,0,0
Edge,mobile,8/13/12,3,0,0
Firefox,mobile,8/13/12,3,0,0
Internet Explorer,tablet,8/13/12,2,0,0
UC Browser,mobile,8/13/12,2,0,0
Amazon Silk,mobile,8/13/12,1,0,0
Mozilla,desktop,8/13/12,1,0,0
Opera,mobile,8/13/12,0,0,0
YaBrowser,desktop,8/13/12,0,0,0
Firefox,desktop,8/14/12,3032,126,206
Chrome,mobile,8/14/12,1198,4,14
Chrome,tablet,8/14/12,304,6,8
Firefox,mobile,8/14/12,33,0,0
Samsung Internet,tablet,8/14/12,18,0,0
BlackBerry,mobile,8/14/12,17,0,0
Android Browser,mobile,8/14/12,8,0,0
error,desktop,8/14/12,7,0,0
Opera,desktop,8/14/12,7,1,0
Internet Explorer,mobile,8/14/12,5,0,0
Maxthon,desktop,8/14/12,4,0,0
Edge,tablet,8/14/12,2,0,0
LG-C410,mobile,8/14/12,2,0,0
UC Browser,mobile,8/14/12,2,0,0
YaBrowser,desktop,8/14/12,1,0,0
Opera Mini,mobile,8/14/12,0,0,0
Puffin,mobile,8/14/12,0,0,0
Chrome,desktop,8/15/12,8720,263,440
Safari,desktop,8/15/12,4701,108,213
Chrome,mobile,8/15/12,1665,10,14
Firefox,desktop,8/15/12,1663,82,132
Edge,desktop,8/15/12,1293,57,89
Safari (in-app),tablet,8/15/12,799,1,1
Internet Explorer,tablet,8/15/12,116,6,0
Samsung Internet,tablet,8/15/12,56,0,0
DESKTOP,desktop,8/15/12,46,0,0
Android Webview,tablet,8/15/12,34,0,0
Firefox,mobile,8/15/12,21,0,0
BlackBerry,mobile,8/15/12,19,0,2
Amazon Silk,mobile,8/15/12,17,0,0
error,desktop,8/15/12,4,0,0
Opera,desktop,8/15/12,4,0,0
SeaMonkey,desktop,8/15/12,4,0,0
Edge,tablet,8/15/12,3,0,0
Mozilla Compatible Agent,desktop,8/15/12,2,0,0
Android Browser,mobile,8/15/12,1,0,0
Maxthon,desktop,8/15/12,1,0,0
UC Browser,desktop,8/15/12,0,0,0
Safari,mobile,8/16/12,11138,214,318
Safari,desktop,8/16/12,9009,567,1321
Chrome,desktop,8/16/12,6488,192,362
Safari,tablet,8/16/12,3258,59,121
Internet Explorer,desktop,8/16/12,2639,147,1
Edge,desktop,8/16/12,935,36,71
Firefox,desktop,8/16/12,735,38,49
Safari (in-app),tablet,8/16/12,718,6,7
Chrome,tablet,8/16/12,302,6,13
Android Webview,mobile,8/16/12,200,0,0
Internet Explorer,mobile,8/16/12,113,2,7
Amazon Silk,tablet,8/16/12,64,0,0
Mozilla Compatible Agent,desktop,8/16/12,17,0,0
Opera,desktop,8/16/12,15,0,0
Android Webview,tablet,8/16/12,6,0,0
BlackBerry,mobile,8/16/12,4,0,0
error,desktop,8/16/12,4,0,0
Android Browser,tablet,8/16/12,1,0,0
Android Webview,desktop,8/16/12,1,0,0
Opera,mobile,8/16/12,1,0,0
UC Browser,mobile,8/16/12,1,0,0
Opera Mini,mobile,8/16/12,0,0,0
Safari (in-app),desktop,8/16/12,0,0,0
Safari,desktop,8/17/12,9939,348,686
Chrome,desktop,8/17/12,5790,203,385
Edge,desktop,8/17/12,1474,12,26
Safari (in-app),tablet,8/17/12,1013,12,12
Firefox,desktop,8/17/12,837,35,45
Chrome,tablet,8/17/12,371,17,24
Amazon Silk,tablet,8/17/12,95,0,0
Firefox,mobile,8/17/12,55,0,0
DESKTOP,desktop,8/17/12,36,0,0
Android Browser,tablet,8/17/12,14,0,0
Internet Explorer,mobile,8/17/12,14,0,0
error,desktop,8/17/12,7,0,0
Amazon Silk,mobile,8/17/12,6,0,0
Edge,mobile,8/17/12,6,0,0
BrowserNG,mobile,8/17/12,3,0,0
UC Browser,mobile,8/17/12,3,0,0
(not set),tablet,8/17/12,2,0,0
Iron,tablet,8/17/12,2,0,0
Mozilla,desktop,8/17/12,2,0,0
SeaMonkey,desktop,8/17/12,2,0,0
Chrome,desktop,8/18/12,13901,287,565
Safari,tablet,8/18/12,10289,239,357
Safari,desktop,8/18/12,6024,257,480
Firefox,desktop,8/18/12,2385,87,205
Safari (in-app),mobile,8/18/12,1630,3,13
Safari (in-app),tablet,8/18/12,1182,0,3
Internet Explorer,desktop,8/18/12,946,27,0
Edge,desktop,8/18/12,610,9,15
Samsung Internet,mobile,8/18/12,210,1,2
Amazon Silk,tablet,8/18/12,110,0,0
Android Webview,tablet,8/18/12,39,0,0
Internet Explorer,mobile,8/18/12,36,0,0
Samsung Internet,tablet,8/18/12,23,0,0
Amazon Silk,mobile,8/18/12,15,0,0
BlackBerry,mobile,8/18/12,7,0,0
error,desktop,8/18/12,4,0,0
Opera Mini,mobile,8/18/12,3,0,0
Android Browser,tablet,8/18/12,2,0,0
Edge,tablet,8/18/12,2,0,0
SeaMonkey,desktop,8/18/12,1,0,0
Edge,mobile,8/18/12,0,0,0
Opera,mobile,8/18/12,0,0,0
Safari,desktop,8/19/12,13283,90,181
Safari,tablet,8/19/12,5051,209,426
Firefox,desktop,8/19/12,1408,35,57
Edge,desktop,8/19/12,560,12,30
Internet Explorer,desktop,8/19/12,425,4,2
Samsung Internet,mobile,8/19/12,271,4,1
Internet Explorer,tablet,8/19/12,78,6,0
Android Browser,mobile,8/19/12,77,0,0
Opera,desktop,8/19/12,27,0,0
BlackBerry,mobile,8/19/12,21,0,0
Android Webview,tablet,8/19/12,14,0,0
Opera,mobile,8/19/12,6,0,0
SeaMonkey,desktop,8/19/12,6,0,1
error,desktop,8/19/12,5,0,0
Edge,mobile,8/19/12,4,0,0
Maxthon,desktop,8/19/12,2,0,0
Opera Mini,mobile,8/19/12,2,0,0
Mozilla Compatible Agent,desktop,8/19/12,1,0,0
Android Browser,tablet,8/19/12,0,0,0
Safari,mobile,8/20/12,13547,130,245
Chrome,desktop,8/20/12,5751,116,236
Safari,desktop,8/20/12,4396,105,245
Safari,tablet,8/20/12,4199,83,198
Safari (in-app),mobile,8/20/12,2112,7,17
Safari (in-app),tablet,8/20/12,873,14,17
Amazon Silk,tablet,8/20/12,99,0,0
Samsung Internet,tablet,8/20/12,42,0,0
Edge,mobile,8/20/12,27,0,0
Internet Explorer,tablet,8/20/12,25,1,1
Android Webview,tablet,8/20/12,24,0,0
error,desktop,8/20/12,7,0,0
Android Browser,tablet,8/20/12,5,0,0
YaBrowser,desktop,8/20/12,5,0,0
UC Browser,mobile,8/20/12,4,0,0
Edge,tablet,8/20/12,3,0,0
BlackBerry,mobile,8/20/12,2,0,0
Samsung Internet,desktop,8/20/12,2,0,0
(not set),mobile,8/20/12,1,0,0
Truefitbot,desktop,8/20/12,1,0,0
Iron,mobile,8/20/12,0,0,0
Chrome,desktop,8/21/12,11818,310,625
Safari,mobile,8/21/12,7607,129,169
Chrome,mobile,8/21/12,2831,30,38
Chrome,tablet,8/21/12,430,3,11
Edge,desktop,8/21/12,379,2,1
Safari (in-app),tablet,8/21/12,97,0,0
Amazon Silk,tablet,8/21/12,94,1,4
Internet Explorer,tablet,8/21/12,83,1,0
Opera,desktop,8/21/12,14,0,0
error,desktop,8/21/12,12,0,0
Mozilla,desktop,8/21/12,4,0,0
Android Browser,tablet,8/21/12,2,0,0
Opera Mini,mobile,8/21/12,2,0,0
Opera,mobile,8/21/12,1,0,0
Safari,tablet,8/22/12,7868,125,259
Chrome,mobile,8/22/12,3089,27,41
Safari (in-app),mobile,8/22/12,1137,2,12
Firefox,desktop,8/22/12,721,19,39
Chrome,tablet,8/22/12,599,14,34
Samsung Internet,mobile,8/22/12,233,0,0
Amazon Silk,tablet,8/22/12,89,0,2
Samsung Internet,tablet,8/22/12,18,0,0
SeaMonkey,desktop,8/22/12,11,1,3
Opera,desktop,8/22/12,8,0,0
Android Webview,tablet,8/22/12,3,0,0
UC Browser,desktop,8/22/12,3,0,0
error,desktop,8/22/12,2,0,0
Android Browser,tablet,8/22/12,1,0,0
Coc Coc,desktop,8/22/12,1,0,0
Firefox,tablet,8/22/12,1,0,0
Mozilla,desktop,8/22/12,1,0,0
osee2unifiedRelease,mobile,8/22/12,1,0,0
Maxthon,desktop,8/22/12,0,0,0
Safari,desktop,8/23/12,7907,713,1378
Safari,tablet,8/23/12,2867,75,166
Internet Explorer,desktop,8/23/12,1529,10,0
Edge,desktop,8/23/12,1366,21,47
Chrome,mobile,8/23/12,1177,14,33
Safari (in-app),tablet,8/23/12,540,1,1
Chrome,tablet,8/23/12,278,8,14
Internet Explorer,mobile,8/23/12,231,9,7
Samsung Internet,mobile,8/23/12,154,0,0
Amazon Silk,tablet,8/23/12,108,1,2
Samsung Internet,tablet,8/23/12,24,0,1
Firefox,mobile,8/23/12,15,0,9
Opera,desktop,8/23/12,9,0,3
Opera,tablet,8/23/12,4,1,3
error,desktop,8/23/12,3,0,0
BlackBerry,mobile,8/23/12,2,0,0
Edge,tablet,8/23/12,2,0,0
Coc Coc,desktop,8/23/12,1,0,0
Firefox,tablet,8/23/12,1,0,0
Safari (in-app),desktop,8/23/12,1,0,0
Maxthon,desktop,8/23/12,0,0,0
NokiaE52-1,mobile,8/23/12,0,0,0
SeaMonkey,desktop,8/23/12,0,0,0
Safari,mobile,8/24/12,8526,72,158
Safari,tablet,8/24/12,7526,77,180
Chrome,desktop,8/24/12,3868,128,267
Firefox,desktop,8/24/12,3089,133,259
Safari (in-app),tablet,8/24/12,755,0,0
Edge,desktop,8/24/12,718,1,5
Internet Explorer,tablet,8/24/12,363,19,31
Chrome,tablet,8/24/12,257,0,2
Opera,desktop,8/24/12,31,0,0
Mozilla,desktop,8/24/12,24,0,0
Internet Explorer,mobile,8/24/12,23,0,0
Firefox,mobile,8/24/12,18,0,0
error,desktop,8/24/12,7,0,0
Android Browser,mobile,8/24/12,5,0,0
osee2unifiedRelease,mobile,8/24/12,1,0,0
Samsung Internet,desktop,8/24/12,1,0,0
UC Browser,mobile,8/24/12,1,0,0
Opera Mini,mobile,8/24/12,0,0,0
Safari (in-app),desktop,8/24/12,0,0,0
Safari,tablet,8/25/12,21077,449,884
Safari (in-app),tablet,8/25/12,3149,12,26
Safari (in-app),mobile,8/25/12,2752,13,27
Firefox,desktop,8/25/12,2297,128,211
Edge,desktop,8/25/12,1691,30,32
Internet Explorer,desktop,8/25/12,1503,38,1
Chrome,tablet,8/25/12,370,4,13
Android Webview,mobile,8/25/12,225,0,0
Android Webview,tablet,8/25/12,72,1,2
Internet Explorer,mobile,8/25/12,7,0,0
Opera,desktop,8/25/12,5,0,0
BlackBerry,mobile,8/25/12,3,0,0
error,desktop,8/25/12,3,0,0
Opera Mini,mobile,8/25/12,3,0,0
Amazon Silk,mobile,8/25/12,2,1,1
Nintendo Browser,mobile,8/25/12,2,0,0
Puffin,desktop,8/25/12,1,0,0
Chrome,desktop,8/26/12,9381,243,564
Safari,mobile,8/26/12,9084,145,271
Edge,desktop,8/26/12,5486,46,109
Chrome,mobile,8/26/12,3263,62,118
Safari,tablet,8/26/12,2121,38,71
Internet Explorer,desktop,8/26/12,922,49,60
Firefox,desktop,8/26/12,859,21,19
Safari (in-app),mobile,8/26/12,763,8,7
Chrome,tablet,8/26/12,412,9,6
Internet Explorer,tablet,8/26/12,135,5,0
Android Browser,mobile,8/26/12,37,0,0
Android Browser,tablet,8/26/12,16,0,0
Amazon Silk,mobile,8/26/12,8,0,0
error,desktop,8/26/12,8,0,0
Mozilla,desktop,8/26/12,7,0,0
Edge,mobile,8/26/12,2,0,0
Puffin,desktop,8/26/12,1,0,0
Opera Mini,mobile,8/26/12,0,0,0
Safari,mobile,8/27/12,12057,144,204
Firefox,desktop,8/27/12,11220,102,150
Safari,desktop,8/27/12,4985,213,321
Chrome,desktop,8/27/12,4632,131,286
Chrome,mobile,8/27/12,1812,30,20
Internet Explorer,desktop,8/27/12,1558,127,0
Android Webview,mobile,8/27/12,98,0,0
Amazon Silk,tablet,8/27/12,40,0,0
Android Browser,mobile,8/27/12,24,0,0
Internet Explorer,mobile,8/27/12,19,0,0
BlackBerry,mobile,8/27/12,10,0,0
error,desktop,8/27/12,7,0,0
(not set),tablet,8/27/12,4,0,0
SeaMonkey,desktop,8/27/12,4,0,0
Opera,mobile,8/27/12,3,0,0
Puffin,mobile,8/27/12,2,0,0
UC Browser,mobile,8/27/12,2,0,0
Edge,mobile,8/27/12,1,0,0
Maxthon,desktop,8/27/12,1,0,0
Safari (in-app),desktop,8/27/12,1,0,0
YaBrowser,mobile,8/27/12,0,0,0
Safari,mobile,8/28/12,25032,407,660
Safari,tablet,8/28/12,2538,52,111
Firefox,desktop,8/28/12,1006,29,51
Internet Explorer,desktop,8/28/12,967,29,48
Safari (in-app),mobile,8/28/12,813,3,7
Chrome,mobile,8/28/12,704,4,19
Safari (in-app),tablet,8/28/12,564,10,6
Android Webview,mobile,8/28/12,477,1,5
Samsung Internet,mobile,8/28/12,133,0,0
Amazon Silk,tablet,8/28/12,59,0,0
error,desktop,8/28/12,8,0,0
BlackBerry,mobile,8/28/12,3,0,0
Puffin,mobile,8/28/12,3,0,0
Mozilla,desktop,8/28/12,1,0,0
UC Browser,mobile,8/28/12,1,0,0
(not set),tablet,8/28/12,0,0,0
BlackBerry,tablet,8/28/12,0,0,0
Safari,mobile,8/29/12,25834,412,627
Chrome,desktop,8/29/12,13617,245,452
Safari,tablet,8/29/12,6304,97,159
Safari,desktop,8/29/12,5266,182,397
Firefox,desktop,8/29/12,1786,29,59
Internet Explorer,desktop,8/29/12,1684,39,3
Safari (in-app),tablet,8/29/12,848,3,9
Edge,desktop,8/29/12,720,10,23
Chrome,tablet,8/29/12,338,13,25
Android Webview,mobile,8/29/12,161,0,0
Internet Explorer,tablet,8/29/12,103,4,0
Android Webview,tablet,8/29/12,46,3,1
error,desktop,8/29/12,5,0,0
Firefox,mobile,8/29/12,5,0,0
Mozilla Compatible Agent,desktop,8/29/12,4,0,0
BlackBerry,mobile,8/29/12,3,0,0
Maxthon,desktop,8/29/12,3,0,0
Amazon Silk,mobile,8/29/12,1,0,0
Edge,mobile,8/29/12,1,0,0
SeaMonkey,desktop,8/29/12,1,0,0
Safari,tablet,8/30/12,8960,203,326
Safari,desktop,8/30/12,4565,240,420
Chrome,mobile,8/30/12,2161,21,42
Edge,desktop,8/30/12,432,10,18
Android Webview,mobile,8/30/12,344,2,5
Safari (in-app),tablet,8/30/12,321,0,7
Samsung Internet,mobile,8/30/12,151,0,0
Amazon Silk,tablet,8/30/12,131,4,4
Opera,desktop,8/30/12,13,0,0
Android Browser,tablet,8/30/12,9,0,0
error,desktop,8/30/12,7,0,0
Internet Explorer,mobile,8/30/12,3,0,0
Maxthon,desktop,8/30/12,2,0,0
Mozilla Compatible Agent,desktop,8/30/12,1,0,0
Opera,mobile,8/30/12,1,0,0
Opera Mini,mobile,8/30/12,1,0,0
SeaMonkey,desktop,8/30/12,1,0,0
BlackBerry,mobile,8/30/12,0,0,0
Safari,tablet,8/31/12,12891,476,736
Chrome,desktop,8/31/12,11329,327,587
Internet Explorer,desktop,8/31/12,1412,40,0
Chrome,mobile,8/31/12,1362,14,33
Edge,desktop,8/31/12,950,32,33
Android Webview,mobile,8/31/12,475,3,3
Samsung Internet,mobile,8/31/12,445,3,5
Chrome,tablet,8/31/12,217,7,5
Internet Explorer,mobile,8/31/12,188,5,23
Safari (in-app),tablet,8/31/12,141,0,0
Amazon Silk,tablet,8/31/12,62,5,2
BlackBerry,mobile,8/31/12,15,0,0
Samsung Internet,tablet,8/31/12,14,0,0
Firefox,mobile,8/31/12,13,0,0
Edge,mobile,8/31/12,8,0,0
error,desktop,8/31/12,6,0,0
Amazon Silk,mobile,8/31/12,2,0,0
SeaMonkey,desktop,8/31/12,2,0,0
Android Webview,tablet,8/31/12,1,0,0
Edge,tablet,8/31/12,1,0,0
Mozilla,desktop,8/31/12,1,0,0
Opera Mini,mobile,8/31/12,1,0,0
YaBrowser,desktop,8/31/12,1,0,0
Chrome,desktop,9/1/12,6790,179,307
Safari,desktop,9/1/12,4213,134,287
Internet Explorer,desktop,9/1/12,3780,96,7
Edge,desktop,9/1/12,1986,9,25
Safari (in-app),tablet,9/1/12,445,4,6
Samsung Internet,mobile,9/1/12,232,3,4
Internet Explorer,tablet,9/1/12,99,3,0
Android Webview,mobile,9/1/12,85,0,0
Amazon Silk,tablet,9/1/12,55,0,0
Opera,desktop,9/1/12,16,0,0
Android Browser,mobile,9/1/12,12,0,0
BlackBerry,mobile,9/1/12,7,0,0
error,desktop,9/1/12,3,0,0
UC Browser,mobile,9/1/12,2,0,0
BrowserNG,mobile,9/1/12,1,0,0
Maxthon,desktop,9/1/12,1,1,0
Mozilla Compatible Agent,desktop,9/1/12,1,0,0
SeaMonkey,desktop,9/1/12,1,0,0
Safari,mobile,9/2/12,15692,173,309
Chrome,desktop,9/2/12,4303,105,175
Safari,tablet,9/2/12,2936,69,100
Internet Explorer,desktop,9/2/12,2388,43,18
Firefox,desktop,9/2/12,1517,53,107
Chrome,mobile,9/2/12,723,2,10
Chrome,tablet,9/2/12,218,6,11
Android Browser,mobile,9/2/12,42,0,0
Firefox,mobile,9/2/12,34,0,0
Edge,mobile,9/2/12,31,0,0
error,desktop,9/2/12,6,0,0
Edge,tablet,9/2/12,1,0,0
UC Browser,mobile,9/2/12,1,0,0
Android Browser,tablet,9/2/12,0,0,0
Iron,mobile,9/2/12,0,0,0
Chrome,desktop,9/3/12,7145,105,221
Safari,desktop,9/3/12,3528,85,126
Safari (in-app),mobile,9/3/12,979,12,6
Internet Explorer,desktop,9/3/12,850,1,1
Samsung Internet,mobile,9/3/12,190,4,4
Chrome,tablet,9/3/12,187,5,14
Android Webview,mobile,9/3/12,186,0,0
Amazon Silk,tablet,9/3/12,127,8,10
Internet Explorer,tablet,9/3/12,81,0,0
Android Browser,mobile,9/3/12,41,0,0
Opera,desktop,9/3/12,35,1,1
Internet Explorer,mobile,9/3/12,21,0,0
Samsung Internet,tablet,9/3/12,11,0,0
Firefox,mobile,9/3/12,4,0,0
error,desktop,9/3/12,3,0,0
Opera,mobile,9/3/12,3,0,0
Amazon Silk,mobile,9/3/12,2,0,0
Edge,tablet,9/3/12,2,0,0
Mozilla Compatible Agent,desktop,9/3/12,2,0,0
Edge,mobile,9/3/12,0,0,0
Puffin,mobile,9/3/12,0,0,0
UC Browser,mobile,9/3/12,0,0,0
Safari,mobile,9/4/12,10100,98,173
Chrome,mobile,9/4/12,3532,46,95
Firefox,desktop,9/4/12,1726,45,102
Android Webview,mobile,9/4/12,862,6,6
Internet Explorer,desktop,9/4/12,485,19,0
Chrome,tablet,9/4/12,343,7,6
Internet Explorer,tablet,9/4/12,264,11,8
Amazon Silk,tablet,9/4/12,208,7,10
Samsung Internet,mobile,9/4/12,76,0,0
Firefox,mobile,9/4/12,26,0,0
Android Browser,mobile,9/4/12,7,0,0
Opera,mobile,9/4/12,7,0,0
Opera,desktop,9/4/12,6,0,0
UC Browser,mobile,9/4/12,4,0,0
Edge,mobile,9/4/12,3,0,0
SeaMonkey,desktop,9/4/12,3,0,0
error,desktop,9/4/12,1,0,0
Chrome,desktop,9/5/12,7034,268,519
Internet Explorer,desktop,9/5/12,1769,59,0
Firefox,desktop,9/5/12,1261,39,53
Samsung Internet,mobile,9/5/12,508,4,2
Chrome,tablet,9/5/12,208,0,0
Safari (in-app),mobile,9/5/12,195,0,0
Internet Explorer,tablet,9/5/12,136,9,0
